id,cost
1,22.4524858445496
2,13.2302692687609
3,7.40145288897797
4,5.42537693200038
5,4.25421141856939
6,3.94425859533971
7,3.86653281947655
8,3.86653281947655
9,21.6155081525252
10,12.1086178614164
11,6.39067853462273
12,4.50871380968642
13,3.34581513308473
14,3.0092253389797
15,2.88409629108831
16,2.85833011552296
17,26.2078730830518
18,16.2110334301848
19,9.24953417920729
20,6.72658646956737
21,5.32601025867152
22,5.03844848290035
23,4.80728634193122
24,4.78748422334694
25,22.1899493158779
26,13.3488518354384
27,7.51174202074525
28,5.52610318554843
29,4.37260755357725
30,4.06719518025748
31,4.01715464819281
32,4.00390571972089
33,22.1652639598158
34,12.5301311574388
35,6.79408630947602
36,4.86609468207704
37,3.71186730974058
38,3.41906801797287
39,3.25012834730195
40,3.25732010044063
41,7.24958439999448
42,38.2540082867336
43,12.1944048340191
44,29.9514388977376
45,20.4843071129161
46,13.9819632549984
47,15.9519888528606
48,14.2437105873565
49,12.9777498160558
50,12.7643294019917
51,11.7799459941185
52,36.7326819766829
53,31.1610320023362
54,15.6453444737794
55,7.83324427274308
56,3.39290832277331
57,10.4920970993197
58,22.5154178918775
59,15.9755849264972
60,8.52974774723065
61,8.51399222632223
62,6.76583149490647
63,24.1464256862685
64,14.1636969895755
65,8.4949933798996
66,7.3162499599588
67,5.72633838044754
68,5.58908424696662
69,5.49467374588132
70,5.49467374588132
71,8.75676679528084
72,5.66508479649003
73,5.91175572848866
74,3.45914920417742
75,8.17393606469284
76,21.0897075710937
77,11.4840931889102
78,5.77737496774773
79,3.87672679050698
80,2.69767408323962
81,2.42393499981083
82,2.29200344945498
83,2.22588796517843
84,14.6401396794619
85,22.5479169297362
86,14.0167505568007
87,13.8781692809854
88,12.6790888001547
89,22.4756520623981
90,12.434276546909
91,6.85991916992054
92,4.8889794802807
93,3.62190340803578
94,3.39284694470133
95,3.24372192242276
96,3.06275774562172
97,5.67304145297067
98,23.1882645984567
99,12.3605232045122
100,6.86699357637441
101,4.96404238688354
102,3.72281913476504
103,3.19004477003961
104,3.07683229656382
105,3.04118413002543
106,26.7287871660902
107,15.7420130516618
108,8.97183739378938
109,6.32317641000574
110,4.68479028664333
111,4.24412560514883
112,4.16922251740682
113,4.12891693717131
114,5.59431530278984
115,7.84276623402314
116,14.4423854776946
117,11.8514659737829
118,9.94778293421782
119,9.7514988980799
120,34.692186402677
121,24.5851319638637
122,20.7551223238564
123,18.1574055146909
124,17.4289210833259
125,10.1163627363137
126,4.59057827671805
127,3.10312888666336
128,2.00915093133457
129,1.85803360480875
130,1.76276169578704
131,19.5088562230044
132,25.9591844155246
133,12.8567681910895
134,12.7480169707987
135,12.5307301852982
